MN241785.1	k141_30926	61.58	1645	632	22	11	1665	25511	27167	5.6e-54	213.8
MN241785.1	k141_17331	62.28	1723	650	100	1	1770	607	2382	1e-29	133.2
MN241785.1	k141_17224	62.25	1576	595	65	5	1606	8065	9679	1.7e-29	132.4
MN241785.1	k141_5435	60.91	1773	693	96	1	1808	1430	3263	2.3e-26	122.1
MN241785.1	k141_38275	62.62	1589	594	99	12	1638	775	2424	4.9e-25	117.7
MN241785.1	k141_39036	62.40	1548	582	93	1594	13	1516	3122	2.1e-22	108.9
MN241785.1	k141_31500	59.61	1520	614	81	1563	14	45031	46601	2.6e-21	105.3
MN241785.1	k141_15230	60.71	1746	686	117	1809	8	72	1878	1.4e-19	99.5
MN241785.1	k141_15230	61.17	1414	549	119	1804	327	4962	6430	1e-20	103.3
MN241785.1	k141_36151	58.33	1764	735	104	10	1818	1814	3636	9.3e-13	76.9
MN241785.1	k141_3211	58.83	1596	657	82	13	1637	1827	3475	3.8e-12	74.8
MN241785.1	k141_36810	61.98	1189	452	101	4	1231	2595	3845	1.1e-11	73.3
