MT044298.1	k141_1108	72.94	595	161	0	595	1	18114	18708	1.2e-100	367.2
MT044298.1	k141_34108	55.95	538	237	2	79	617	3174	3712	5.5e-29	129.2
MT044298.1	k141_36645	61.20	317	123	0	301	617	55	371	1.6e-25	117.6
MT044298.1	k141_5558	58.06	453	190	10	160	617	25	482	5e-23	109.4
MT044298.1	k141_22902	56.20	532	233	14	617	79	9554	10092	5.5e-20	99.3
MT044298.1	k141_22902	57.31	520	222	27	617	84	2728	3260	2.5e-11	70.5
MT044298.1	k141_22902	56.91	304	131	10	387	79	1	309	1.1e-08	61.7
MT044298.1	k141_19977	59.37	315	128	4	301	617	4	320	8.5e-19	95.3
MT044298.1	k141_23051	54.68	534	242	10	79	617	1287	1825	1.4e-18	94.5
MT044298.1	k141_41242	59.64	223	90	2	617	394	79	302	7.6e-11	68.9
MT044298.1	k141_17531	58.42	303	126	12	79	387	1448	1756	3.4e-09	63.4
MT044298.1	k141_2678	60.08	263	105	12	79	347	50	318	2.4e-08	60.6
MT044298.1	k141_34108	63.11	122	45	0	617	496	6568	6689	4.2e-06	53.1
MT044298.1	k141_38867	63.11	122	45	0	617	496	2358	2479	4.6e-06	53.0
