MN706580.1	k141_61194	85.81	888	126	21	894	1	1399	2301	8.2e-148	525.7
MN706580.1	k141_61313	76.89	874	202	37	894	1	1442	2332	1.3e-100	368.9
MN706580.1	k141_207314	69.00	800	248	108	893	1	1781	2595	2.1e-44	182.2
MN706580.1	k141_154777	72.88	295	80	21	301	1	4	313	3.7e-22	108.3
MN706580.1	k141_209014	72.65	234	64	3	339	105	2444	2679	1.9e-20	102.6
MN706580.1	k141_113890	77.58	165	37	1	337	172	5693	5857	1.5e-16	89.7
MN706580.1	k141_113890	74.64	276	70	43	894	619	4920	5238	2.9e-16	88.7
MN706580.1	k141_117422	84.38	128	20	0	767	894	6546	6673	8.4e-16	87.2
MN706580.1	k141_117422	76.36	165	39	2	172	337	5633	5798	7e-15	84.1
MN706580.1	k141_247938	65.80	307	105	23	325	5	5169	5484	9.1e-10	67.1
