MT044274.1	k141_132294	89.37	442	47	0	1	442	710	1151	2.5e-107	391.3
MT044274.1	k141_156254	90.19	316	31	0	442	127	139	454	1.2e-75	286.0
MT044274.1	k141_76216	65.57	244	84	18	103	364	5148	5391	3.3e-14	81.9
MT044274.1	k141_8743	60.34	179	71	3	424	246	2359	2540	4e-06	55.1
MT044290.1	k141_132294	84.02	413	66	0	2	414	671	1083	4.3e-90	333.9
MT044290.1	k141_156254	83.87	248	40	0	414	167	207	454	3.5e-50	201.3
MT044290.1	k141_76216	58.95	380	156	27	1	404	5009	5391	2.3e-10	69.1
MT044290.1	k141_106814	71.07	121	35	9	402	281	874	1002	0.00013	49.9
MT044269.1	k141_132294	99.09	441	4	0	1	441	710	1150	3.7e-135	483.7
MT044269.1	k141_156254	90.79	315	29	0	441	127	140	454	3e-78	294.7
MT044269.1	k141_76216	65.43	243	84	20	103	364	5148	5391	3.7e-12	75.1
MT044269.1	k141_8743	59.55	178	72	3	424	247	2359	2539	1.9e-05	52.8
