MT044274.1	k141_145399	76.05	167	40	0	207	41	175	341	1.2e-23	111.1
MT044274.1	k141_67236	71.90	153	43	0	20	172	272	424	4.6e-17	89.2
MT044274.1	k141_11307	76.15	109	26	0	439	331	199	307	1.2e-12	74.5
MT044274.1	k141_161029	62.55	259	97	13	341	72	39	299	1.3e-11	71.1
MT044290.1	k141_145399	82.53	166	29	0	246	81	176	341	1.4e-29	130.6
MT044290.1	k141_67236	74.65	213	54	4	1	215	213	427	1.6e-27	123.8
MT044290.1	k141_161029	65.74	251	86	11	371	110	51	301	1.3e-16	87.6
MT044290.1	k141_3474	73.08	78	21	1	185	107	372	449	0.00085	45.0
MT044269.1	k141_145399	78.31	166	36	0	206	41	176	341	5.4e-26	118.8
MT044269.1	k141_67236	72.85	151	41	0	22	172	274	424	8.4e-18	91.6
MT044269.1	k141_161029	63.05	249	92	11	331	72	51	299	8.4e-13	75.0
MT044269.1	k141_11307	70.64	109	32	0	439	331	199	307	3.9e-09	62.8
