MN706580.1	k141_29286	69.28	869	267	43	1	894	101	987	1.8e-83	310.7
MN706580.1	k141_5945	66.27	335	113	13	1	345	17220	17557	1.8e-22	108.1
MN706580.1	k141_22201	65.82	316	108	8	321	1	2288	2606	3.1e-22	107.3
MN706580.1	k141_41978	65.96	329	112	12	341	4	462	793	2e-21	104.6
MN706580.1	k141_21186	71.98	182	51	4	404	220	282	464	4.5e-15	83.5
MN706580.1	k141_36697	74.14	116	30	2	715	598	7	122	3e-08	60.8
MN706580.1	k141_25758	60.38	265	105	7	624	892	5832	6099	3.9e-08	60.4
MN706580.1	k141_31112	63.27	226	83	8	662	894	994	1220	1.1e-06	55.6
MN706580.1	k141_31106	62.31	260	98	14	894	624	210	472	5.4e-05	50.0
MN706580.1	k141_17300	63.23	291	107	32	2	321	52	345	0.00013	48.8
MN706580.1	k141_31461	75.00	84	21	1	1	84	223414	223498	0.00066	46.4
