MN706590.1	k141_61194	98.56	902	14	1	903	1	1399	2301	5.5e-197	689.1
MN706590.1	k141_61313	74.83	878	222	37	903	1	1442	2332	2.6e-86	321.4
MN706590.1	k141_207314	68.91	804	250	109	902	1	1781	2595	4.2e-40	167.9
MN706590.1	k141_154777	74.41	297	76	21	305	1	4	313	7.2e-22	107.3
MN706590.1	k141_209014	73.93	234	61	4	343	108	2444	2679	9e-19	97.1
MN706590.1	k141_113890	77.64	161	36	1	341	180	5693	5853	2.9e-14	82.1
MN706590.1	k141_113890	73.02	278	75	41	903	626	4920	5238	3e-13	78.7
MN706590.1	k141_117422	83.59	128	21	0	776	903	6546	6673	1.1e-13	80.1
MN706590.1	k141_117422	66.18	340	115	29	1	341	5431	5798	1.2e-12	76.7
MN706590.1	k141_247938	62.26	310	117	15	324	3	5174	5486	2e-07	59.3
