MN706580.1	k141_61445	98.10	630	12	0	188	817	1	630	5.1e-152	537.1
MN706580.1	k141_53482	70.10	873	261	99	894	1	5190	6140	2.9e-57	222.3
MN706580.1	k141_61661	69.00	800	248	108	893	1	3683	4497	4e-46	185.3
MN706580.1	k141_8248	67.95	752	241	73	1	810	35	801	5.1e-46	185.0
MN706580.1	k141_1445	73.00	337	91	10	339	1	403	747	5.2e-30	131.8
MN706580.1	k141_51629	72.73	385	105	30	1	389	155	565	6.7e-30	131.5
MN706580.1	k141_5430	70.54	336	99	9	339	1	437	778	1.1e-28	127.4
MN706580.1	k141_12121	71.01	338	98	14	1	339	123	473	1.2e-28	127.3
MN706580.1	k141_15543	72.49	349	96	24	1	356	155	520	7.6e-28	124.6
MN706580.1	k141_7886	70.83	336	98	16	1	339	4840	5188	9.7e-28	124.3
MN706580.1	k141_7886	71.73	336	95	19	1	339	123	474	2.9e-27	122.7
MN706580.1	k141_38248	73.10	290	78	6	339	47	16	308	1.6e-26	120.2
MN706580.1	k141_27346	65.73	639	219	80	1	697	146	806	5.1e-24	111.9
MN706580.1	k141_20847	73.03	267	72	14	268	1	1	280	2.2e-20	99.8
MN706580.1	k141_20145	75.18	274	68	42	619	894	24721	25034	1.4e-19	97.2
MN706580.1	k141_20145	78.12	160	35	1	177	337	23689	23848	5.1e-17	88.6
MN706580.1	k141_5322	68.86	334	104	24	337	1	143	497	1.7e-19	96.9
MN706580.1	k141_51032	77.27	198	45	8	694	894	7	209	1.9e-19	96.7
MN706580.1	k141_26184	67.16	271	89	11	272	1	1	281	6.5e-16	85.0
MN706580.1	k141_33447	73.06	193	52	6	380	185	443	638	1.3e-14	80.7
MN706580.1	k141_61501	71.05	228	66	14	441	205	359	591	3e-14	79.4
MN706580.1	k141_33879	62.97	316	117	17	1	324	140	464	4.2e-10	65.7
MN706580.1	k141_31002	69.86	219	66	19	93	324	726	950	2.4e-08	59.8
MN706580.1	k141_13137	64.84	310	109	22	324	1	878	1195	3.9e-08	59.1
MN706580.1	k141_50301	69.38	209	64	21	104	323	95	313	1.8e-07	56.9
MN706580.1	k141_42848	70.94	203	59	25	319	94	1045	1249	3.3e-06	52.7
MN706580.1	k141_42978	75.96	104	25	3	326	221	316	420	2.9e-05	49.6
MN706580.1	k141_49809	76.29	97	23	3	224	322	1	98	0.00022	46.7
